dataset,attack,poison_rate,defense,clean_acc,clean_acc_std,asr,det_precision,det_recall,det_f1,fit_time_sec
spambase,targeted_flip,0.05,roni,0.9120521172638436,0.02560222827915657,0.09139784946236558,0.04577310556285589,0.5048309178743962,0.08393574297188755,0.6733366648356119
spambase,targeted_flip,0.05,trimmed_loss,0.9276149113282663,0.003813121155574645,0.06332138590203107,0.23678160919540228,0.24879227053140096,0.2426383981154299,0.06443977355957031
spambase,targeted_flip,0.1,anomaly_iforest,0.8809265291349981,0.004388112795143738,0.14874551971326164,0.027322404371584702,0.030193236714975844,0.028686173264486515,0.2291553020477295
spambase,targeted_flip,0.1,anomaly_lof,0.8939558450959102,0.010262357494576787,0.13440860215053763,0.22173810431530597,0.24396135265700483,0.23231723626369805,0.05589373906453451
spambase,targeted_flip,0.1,hybrid,0.8899746652189648,0.0053560074509405526,0.13620071684587812,0.09235965069583695,0.5483091787439613,0.1578076319408185,0.8781659603118896
spambase,targeted_flip,0.1,none,0.8870792616720955,0.007119911535615639,0.14575866188769415,0.0,0.0,0.0,0.011792182922363281
spambase,targeted_flip,0.1,roni,0.8910604415490408,0.007854699389869966,0.13918757467144563,0.09183821882962317,0.4673913043478261,0.1532683296508587,0.7563726902008057
spambase,targeted_flip,0.1,trimmed_loss,0.9055374592833876,0.01508408685065126,0.10633213859020312,0.42214912280701755,0.46497584541062803,0.4425287356321839,0.06424323717753093
spambase,targeted_flip,0.2,anomaly_iforest,0.8592110025334782,0.004896036648016174,0.20191158900836323,0.10815451752007643,0.12983091787439613,0.11800552764614025,0.23107242584228516
spambase,targeted_flip,0.2,anomaly_lof,0.8469055374592834,0.007600434310532034,0.21804062126642773,0.175465057817999,0.21074879227053142,0.19149519890260633,0.062197208404541016
spambase,targeted_flip,0.2,hybrid,0.8664495114006515,0.008480184230083234,0.18458781362007168,0.1772350086112416,0.6835748792270531,0.2814870073355713,0.8950093587239584
spambase,targeted_flip,0.2,none,0.8530582699963808,0.0033171014802430994,0.21505376344086022,0.0,0.0,0.0,0.011165857315063477
spambase,targeted_flip,0.2,roni,0.8411147303655447,0.009361214011131066,0.23357228195937874,0.16170812654244346,0.48490338164251207,0.24229370935256886,0.8379002412160238
spambase,targeted_flip,0.2,trimmed_loss,0.8512486427795874,0.008618082446464469,0.21505376344086022,0.43051359516616317,0.5163043478260869,0.4695222405271829,0.05407905578613281
synthetic,backdoor,0.05,anomaly_iforest,0.84,0.013919410907075052,0.9402985074626865,0.3072916666666667,0.3277777777777778,0.3172043010752688,0.2220637003580729
synthetic,backdoor,0.05,anomaly_lof,0.84,0.012500000000000025,0.9552238805970149,0.0625,0.06666666666666667,0.06451612903225806,0.01471400260925293
